x (m),y (m),z (m)
98.65,15.784843,0.75394307
98.65,14.63554,0.027872807
98.65,13.243161,-4.03364E-16
98.65,11.849144,-3.31211E-16
98.65,10.455127,-2.59059E-16
98.65,9.0611105,-1.86906E-16
98.65,7.6670935,-1.14754E-16
98.65,6.2730765,-4.26013E-17
98.65,4.8790595,2.95511E-17
98.65,3.4850425,1.01704E-16
98.65,2.0910255,1.73856E-16
98.65,0.6970085,1.3342E-16
98.65,-0.6970085,0
98.65,-2.0910255,0
98.65,-3.4850425,0
98.65,-4.8790595,0
98.65,-6.2730765,0
98.65,-7.6670935,0
98.65,-9.0611105,0
98.65,-10.455127,0
98.65,-11.849144,0
98.65,-13.243161,0
98.65,-14.63554,0.027872806
98.65,-15.784843,0.75394306
98.65,-16.12,2.0777791
98.65,-16.12,3.471796
98.65,-16.12,4.865813
98.65,-16.12,6.25983
98.65,-16.12,7.653847
98.65,-16.12,9.047864
98.65,-16.12,10.441881
98.65,-16.12,11.835898
98.65,-16.12,13.229915
98.65,-16.12,14.623932
98.65,-16.12,16.017949
98.65,-16.12,17.411966
98.65,-16.12,18.805983
98.65,-16.12,20.2
99.56,16.12,20.2
99.56,16.12,18.805983
99.56,16.12,17.411966
99.56,16.12,16.017949
99.56,16.12,14.623932
99.56,16.12,13.229915
99.56,16.12,11.835898
99.56,16.12,10.441881
99.56,16.12,9.047864
99.56,16.12,7.653847
99.56,16.12,6.25983
99.56,16.12,4.865813
99.56,16.12,3.471796
99.56,16.12,2.0777791
99.56,15.784843,0.75394307
99.56,14.63554,0.027872807
99.56,13.243161,1.35752E-17
99.56,11.849144,3.7626E-17
99.56,10.455127,6.16769E-17
99.56,9.0611105,8.57277E-17
99.56,7.6670935,1.09778E-16
99.56,6.2730765,1.33829E-16
99.56,4.8790595,1.5788E-16
99.56,3.4850425,1.81931E-16
99.56,2.0910255,2.05982E-16
99.56,0.6970085,1.3342E-16
99.56,-0.6970085,0
99.56,-2.0910255,0
99.56,-3.4850425,0
99.56,-4.8790595,0
99.56,-6.2730765,0
99.56,-7.6670935,0
99.56,-9.0611105,0
99.56,-10.455127,0
99.56,-11.849144,0
99.56,-13.243161,0
99.56,-14.63554,0.027872806
99.56,-15.784843,0.75394306
99.56,-16.12,2.0777791
99.56,-16.12,3.471796
99.56,-16.12,4.865813
99.56,-16.12,6.25983
99.56,-16.12,7.653847
99.56,-16.12,9.047864
99.56,-16.12,10.441881
99.56,-16.12,11.835898
99.56,-16.12,13.229915
99.56,-16.12,14.623932
99.56,-16.12,16.017949
99.56,-16.12,17.411966
99.56,-16.12,18.805983
99.56,-16.12,20.2
100.47,16.12,20.2
100.47,16.12,18.805983
100.47,16.12,17.411966
100.47,16.12,16.017949
100.47,16.12,14.623932
100.47,16.12,13.229915
100.47,16.12,11.835898
100.47,16.12,10.441881
100.47,16.12,9.047864
100.47,16.12,7.653847
100.47,16.12,6.25983
100.47,16.12,4.865813
100.47,16.12,3.471796
100.47,16.12,2.0777791
100.47,15.784843,0.75394307
100.47,14.63554,0.027872807
100.47,13.243161,0
100.47,11.849144,0
100.47,10.455127,0
100.47,9.0611105,0
100.47,7.6670935,0
100.47,6.2730765,0
100.47,4.8790595,0
100.47,3.4850425,0
100.47,2.0910255,0
100.47,0.6970085,0
100.47,-0.6970085,0
100.47,-2.0910255,0
100.47,-3.4850425,0
100.47,-4.8790595,0
100.47,-6.2730765,0
100.47,-7.6670935,0
100.47,-9.0611105,0
100.47,-10.455127,0
100.47,-11.849144,0
100.47,-13.243161,0
100.47,-14.63554,0.027872806
100.47,-15.784843,0.75394306
100.47,-16.12,2.0777791
100.47,-16.12,3.471796
100.47,-16.12,4.865813
100.47,-16.12,6.25983
100.47,-16.12,7.653847
100.47,-16.12,9.047864
100.47,-16.12,10.441881
100.47,-16.12,11.835898
100.47,-16.12,13.229915
100.47,-16.12,14.623932
100.47,-16.12,16.017949
100.47,-16.12,17.411966
100.47,-16.12,18.805983
100.47,-16.12,20.2
101.38,16.12,20.2
101.38,16.12,18.805983
101.38,16.12,17.411966
101.38,16.12,16.017949
101.38,16.12,14.623932
101.38,16.12,13.229915
101.38,16.12,11.835898
101.38,16.12,10.441881
101.38,16.12,9.047864
101.38,16.12,7.653847
101.38,16.12,6.25983
101.38,16.12,4.865813
101.38,16.12,3.471796
101.38,16.12,2.0777791
101.38,15.784843,0.75394307
101.38,14.63554,0.027872807
101.38,13.243161,1.35752E-17
101.38,11.849144,3.7626E-17
101.38,10.455127,6.16769E-17
101.38,9.0611105,8.57277E-17
101.38,7.6670935,1.09778E-16
101.38,6.2730765,1.33829E-16
101.38,4.8790595,1.5788E-16
101.38,3.4850425,1.81931E-16
101.38,2.0910255,2.05982E-16
101.38,0.6970085,1.3342E-16
101.38,-0.6970085,0
101.38,-2.0910255,0
101.38,-3.4850425,0
101.38,-4.8790595,0
101.38,-6.2730765,0
101.38,-7.6670935,0
101.38,-9.0611105,0
101.38,-10.455127,0
101.38,-11.849144,0
101.38,-13.243161,0
101.38,-14.63554,0.027872806
101.38,-15.784843,0.75394306
101.38,-16.12,2.0777791
101.38,-16.12,3.471796
101.38,-16.12,4.865813
101.38,-16.12,6.25983
101.38,-16.12,7.653847
101.38,-16.12,9.047864
101.38,-16.12,10.441881
101.38,-16.12,11.835898
101.38,-16.12,13.229915
101.38,-16.12,14.623932
101.38,-16.12,16.017949
101.38,-16.12,17.411966
101.38,-16.12,18.805983
101.38,-16.12,20.2
102.29,16.12,20.2
102.29,16.12,18.805983
